ID,Hours,Date,Machine ID,Department,MSEB Zone,KWH Reading,Consumption,P_F,Parts Produced,Molten Metal,Batch ID,Cost of Energy,KWH_Tonne,KWH_part
1435,18,2024-08-02,SP3,Sand_Plant,Zone D,4346,45,0.22,31.0,0.0,0,495,0.0,1.451612903225806
1436,19,2024-08-02,SP3,Sand_Plant,Zone D,4387,41,0.43,30.0,0.0,0,451,0.0,1.366666666666667
1437,20,2024-08-02,SP3,Sand_Plant,Zone D,4409,22,0.38,30.0,0.0,0,242,0.0,0.7333333333333333
1438,21,2024-08-02,SP3,Sand_Plant,Zone D,4437,28,0.36,34.0,0.0,0,308,0.0,0.8235294117647058
1439,22,2024-08-02,SP3,Sand_Plant,Zone A,4481,44,0.36,36.0,0.0,0,220,0.0,1.222222222222222
1440,23,2024-08-02,SP3,Sand_Plant,Zone A,4508,27,0.26,35.0,0.0,0,135,0.0,0.7714285714285715
1441,0,2024-08-03,SP3,Sand_Plant,Zone A,4545,37,0.4,39.0,0.0,0,185,0.0,0.9487179487179487
1442,1,2024-08-03,SP3,Sand_Plant,Zone A,4577,32,0.31,32.0,0.0,0,160,0.0,1.0
1443,2,2024-08-03,SP3,Sand_Plant,Zone A,4600,23,0.45,40.0,0.0,0,115,0.0,0.575
1444,3,2024-08-03,SP3,Sand_Plant,Zone A,4627,27,0.39,35.0,0.0,0,135,0.0,0.7714285714285715
1445,4,2024-08-03,SP3,Sand_Plant,Zone A,4665,38,0.27,37.0,0.0,0,190,0.0,1.027027027027027
1446,5,2024-08-03,SP3,Sand_Plant,Zone A,4703,38,0.24,36.0,0.0,0,190,0.0,1.055555555555556
1447,6,2024-08-03,SP3,Sand_Plant,Zone B,4742,39,0.39,35.0,0.0,0,273,0.0,1.114285714285714
1448,7,2024-08-03,SP3,Sand_Plant,Zone B,4766,24,0.36,31.0,0.0,0,168,0.0,0.7741935483870968
1449,8,2024-08-03,SP3,Sand_Plant,Zone B,4790,24,0.36,31.0,0.0,0,168,0.0,0.7741935483870968
1450,9,2024-08-03,SP3,Sand_Plant,Zone C,4811,21,0.38,40.0,0.0,0,189,0.0,0.525
1451,10,2024-08-03,SP3,Sand_Plant,Zone C,4846,35,0.21,30.0,0.0,0,315,0.0,1.166666666666667
1452,11,2024-08-03,SP3,Sand_Plant,Zone C,4876,30,0.35,35.0,0.0,0,270,0.0,0.8571428571428571
1453,12,2024-08-03,SP3,Sand_Plant,Zone B,4899,23,0.22,32.0,0.0,0,161,0.0,0.71875
1454,13,2024-08-03,SP3,Sand_Plant,Zone B,4919,20,0.31,40.0,0.0,0,140,0.0,0.5
1455,14,2024-08-03,SP3,Sand_Plant,Zone B,4951,32,0.32,31.0,0.0,0,224,0.0,1.032258064516129
1456,15,2024-08-03,SP3,Sand_Plant,Zone B,4985,34,0.2,37.0,0.0,0,238,0.0,0.918918918918919
1457,16,2024-08-03,SP3,Sand_Plant,Zone B,5024,39,0.36,36.0,0.0,0,273,0.0,1.083333333333333
1458,17,2024-08-03,SP3,Sand_Plant,Zone B,5046,22,0.36,30.0,0.0,0,154,0.0,0.7333333333333333
1459,18,2024-08-03,SP3,Sand_Plant,Zone D,5066,20,0.22,39.0,0.0,0,220,0.0,0.5128205128205128
1460,19,2024-08-03,SP3,Sand_Plant,Zone D,5104,38,0.36,39.0,0.0,0,418,0.0,0.9743589743589743
1461,20,2024-08-03,SP3,Sand_Plant,Zone D,5132,28,0.35,40.0,0.0,0,308,0.0,0.7
1462,21,2024-08-03,SP3,Sand_Plant,Zone D,5154,22,0.3,34.0,0.0,0,242,0.0,0.6470588235294118
1463,22,2024-08-03,SP3,Sand_Plant,Zone A,5175,21,0.33,39.0,0.0,0,105,0.0,0.5384615384615384
1464,23,2024-08-03,SP3,Sand_Plant,Zone A,5207,32,0.37,40.0,0.0,0,160,0.0,0.8
1465,0,2024-08-04,SP3,Sand_Plant,Zone A,5250,43,0.22,40.0,0.0,0,215,0.0,1.075
1466,1,2024-08-04,SP3,Sand_Plant,Zone A,5271,21,0.33,39.0,0.0,0,105,0.0,0.5384615384615384
1467,2,2024-08-04,SP3,Sand_Plant,Zone A,5293,22,0.4,30.0,0.0,0,110,0.0,0.7333333333333333
1468,3,2024-08-04,SP3,Sand_Plant,Zone A,5325,32,0.31,38.0,0.0,0,160,0.0,0.8421052631578947
1469,4,2024-08-04,SP3,Sand_Plant,Zone A,5369,44,0.31,34.0,0.0,0,220,0.0,1.294117647058824
1470,5,2024-08-04,SP3,Sand_Plant,Zone A,5405,36,0.39,30.0,0.0,0,180,0.0,1.2
1471,6,2024-08-04,SP3,Sand_Plant,Zone B,5433,28,0.23,30.0,0.0,0,196,0.0,0.9333333333333333
1472,7,2024-08-04,SP3,Sand_Plant,Zone B,5469,36,0.25,33.0,0.0,0,252,0.0,1.090909090909091
1473,8,2024-08-04,SP3,Sand_Plant,Zone B,5512,43,0.41,40.0,0.0,0,301,0.0,1.075
1474,9,2024-08-04,SP3,Sand_Plant,Zone C,5556,44,0.41,30.0,0.0,0,396,0.0,1.466666666666667
1475,10,2024-08-04,SP3,Sand_Plant,Zone C,5594,38,0.22,39.0,0.0,0,342,0.0,0.9743589743589743
1476,11,2024-08-04,SP3,Sand_Plant,Zone C,5625,31,0.36,39.0,0.0,0,279,0.0,0.7948717948717948
1477,12,2024-08-04,SP3,Sand_Plant,Zone B,5662,37,0.23,35.0,0.0,0,259,0.0,1.057142857142857
1478,13,2024-08-04,SP3,Sand_Plant,Zone B,5700,38,0.29,36.0,0.0,0,266,0.0,1.055555555555556
1479,14,2024-08-04,SP3,Sand_Plant,Zone B,5743,43,0.43,40.0,0.0,0,301,0.0,1.075
1480,15,2024-08-04,SP3,Sand_Plant,Zone B,5778,35,0.21,35.0,0.0,0,245,0.0,1.0
1481,16,2024-08-04,SP3,Sand_Plant,Zone B,5810,32,0.31,33.0,0.0,0,224,0.0,0.9696969696969697
1482,17,2024-08-04,SP3,Sand_Plant,Zone B,5846,36,0.43,35.0,0.0,0,252,0.0,1.028571428571428
1483,18,2024-08-04,SP3,Sand_Plant,Zone D,5872,26,0.33,32.0,0.0,0,286,0.0,0.8125
1484,19,2024-08-04,SP3,Sand_Plant,Zone D,5913,41,0.29,39.0,0.0,0,451,0.0,1.051282051282051
1485,20,2024-08-04,SP3,Sand_Plant,Zone D,5943,30,0.37,38.0,0.0,0,330,0.0,0.7894736842105263
1486,21,2024-08-04,SP3,Sand_Plant,Zone D,5966,23,0.37,40.0,0.0,0,253,0.0,0.575
1487,22,2024-08-04,SP3,Sand_Plant,Zone A,6000,34,0.41,30.0,0.0,0,170,0.0,1.133333333333333
1488,23,2024-08-04,SP3,Sand_Plant,Zone A,6045,45,0.27,31.0,0.0,0,225,0.0,1.451612903225806
1489,0,2024-08-05,SP3,Sand_Plant,Zone A,6088,43,0.35,35.0,0.0,0,215,0.0,1.228571428571429
1490,1,2024-08-05,SP3,Sand_Plant,Zone A,6119,31,0.22,36.0,0.0,0,155,0.0,0.8611111111111112
1491,2,2024-08-05,SP3,Sand_Plant,Zone A,6162,43,0.42,34.0,0.0,0,215,0.0,1.264705882352941
1492,3,2024-08-05,SP3,Sand_Plant,Zone A,6182,20,0.31,36.0,0.0,0,100,0.0,0.5555555555555556
1493,4,2024-08-05,SP3,Sand_Plant,Zone A,6217,35,0.32,35.0,0.0,0,175,0.0,1.0
1494,5,2024-08-05,SP3,Sand_Plant,Zone A,6241,24,0.29,37.0,0.0,0,120,0.0,0.6486486486486487
1495,6,2024-08-05,SP3,Sand_Plant,Zone B,6265,24,0.27,34.0,0.0,0,168,0.0,0.7058823529411765
1496,7,2024-08-05,SP3,Sand_Plant,Zone B,6299,34,0.42,38.0,0.0,0,238,0.0,0.8947368421052632
1497,8,2024-08-05,SP3,Sand_Plant,Zone B,6339,40,0.22,35.0,0.0,0,280,0.0,1.142857142857143
1498,9,2024-08-05,SP3,Sand_Plant,Zone C,6370,31,0.4,35.0,0.0,0,279,0.0,0.8857142857142857
1499,10,2024-08-05,SP3,Sand_Plant,Zone C,6394,24,0.38,30.0,0.0,0,216,0.0,0.8
1500,11,2024-08-05,SP3,Sand_Plant,Zone C,6430,36,0.29,35.0,0.0,0,324,0.0,1.028571428571428
1501,12,2024-08-05,SP3,Sand_Plant,Zone B,6460,30,0.4,30.0,0.0,0,210,0.0,1.0
1502,13,2024-08-05,SP3,Sand_Plant,Zone B,6480,20,0.26,30.0,0.0,0,140,0.0,0.6666666666666666
1503,14,2024-08-05,SP3,Sand_Plant,Zone B,6523,43,0.28,31.0,0.0,0,301,0.0,1.387096774193548
1504,15,2024-08-05,SP3,Sand_Plant,Zone B,6547,24,0.4,40.0,0.0,0,168,0.0,0.6
1505,16,2024-08-05,SP3,Sand_Plant,Zone B,6574,27,0.25,36.0,0.0,0,189,0.0,0.75
1506,17,2024-08-05,SP3,Sand_Plant,Zone B,6608,34,0.24,32.0,0.0,0,238,0.0,1.0625
1507,18,2024-08-05,SP3,Sand_Plant,Zone D,6635,27,0.33,38.0,0.0,0,297,0.0,0.7105263157894737
1508,19,2024-08-05,SP3,Sand_Plant,Zone D,6678,43,0.25,33.0,0.0,0,473,0.0,1.303030303030303
1509,20,2024-08-05,SP3,Sand_Plant,Zone D,6701,23,0.25,36.0,0.0,0,253,0.0,0.6388888888888888
1510,21,2024-08-05,SP3,Sand_Plant,Zone D,6746,45,0.2,34.0,0.0,0,495,0.0,1.323529411764706
1511,22,2024-08-05,SP3,Sand_Plant,Zone A,6781,35,0.26,39.0,0.0,0,175,0.0,0.8974358974358975
1512,23,2024-08-05,SP3,Sand_Plant,Zone A,6816,35,0.4,40.0,0.0,0,175,0.0,0.875
1513,0,2024-08-06,SP3,Sand_Plant,Zone A,6838,22,0.45,30.0,0.0,0,110,0.0,0.7333333333333333
1514,1,2024-08-06,SP3,Sand_Plant,Zone A,6860,22,0.22,35.0,0.0,0,110,0.0,0.6285714285714286
1515,2,2024-08-06,SP3,Sand_Plant,Zone A,6881,21,0.26,35.0,0.0,0,105,0.0,0.6
1516,3,2024-08-06,SP3,Sand_Plant,Zone A,6903,22,0.32,35.0,0.0,0,110,0.0,0.6285714285714286
1517,4,2024-08-06,SP3,Sand_Plant,Zone A,6932,29,0.42,38.0,0.0,0,145,0.0,0.7631578947368421
1518,5,2024-08-06,SP3,Sand_Plant,Zone A,6976,44,0.31,38.0,0.0,0,220,0.0,1.157894736842105
1519,6,2024-08-06,SP3,Sand_Plant,Zone B,7017,41,0.44,39.0,0.0,0,287,0.0,1.051282051282051
1520,7,2024-08-06,SP3,Sand_Plant,Zone B,7047,30,0.22,34.0,0.0,0,210,0.0,0.8823529411764706
1521,8,2024-08-06,SP3,Sand_Plant,Zone B,7083,36,0.23,31.0,0.0,0,252,0.0,1.161290322580645
1522,9,2024-08-06,SP3,Sand_Plant,Zone C,7104,21,0.27,38.0,0.0,0,189,0.0,0.5526315789473685
1523,10,2024-08-06,SP3,Sand_Plant,Zone C,7125,21,0.28,36.0,0.0,0,189,0.0,0.5833333333333334
1524,11,2024-08-06,SP3,Sand_Plant,Zone C,7149,24,0.32,33.0,0.0,0,216,0.0,0.7272727272727273
1525,12,2024-08-06,SP3,Sand_Plant,Zone B,7169,20,0.36,31.0,0.0,0,140,0.0,0.6451612903225806
1526,13,2024-08-06,SP3,Sand_Plant,Zone B,7205,36,0.37,31.0,0.0,0,252,0.0,1.161290322580645
1527,14,2024-08-06,SP3,Sand_Plant,Zone B,7239,34,0.21,34.0,0.0,0,238,0.0,1.0
1528,15,2024-08-06,SP3,Sand_Plant,Zone B,7267,28,0.31,32.0,0.0,0,196,0.0,0.875
1529,16,2024-08-06,SP3,Sand_Plant,Zone B,7292,25,0.36,35.0,0.0,0,175,0.0,0.7142857142857143
1530,17,2024-08-06,SP3,Sand_Plant,Zone B,7316,24,0.28,30.0,0.0,0,168,0.0,0.8
1531,18,2024-08-06,SP3,Sand_Plant,Zone D,7343,27,0.25,32.0,0.0,0,297,0.0,0.84375
1532,19,2024-08-06,SP3,Sand_Plant,Zone D,7375,32,0.3,33.0,0.0,0,352,0.0,0.9696969696969697
1533,20,2024-08-06,SP3,Sand_Plant,Zone D,7402,27,0.35,39.0,0.0,0,297,0.0,0.6923076923076923
1534,21,2024-08-06,SP3,Sand_Plant,Zone D,7429,27,0.23,32.0,0.0,0,297,0.0,0.84375
1535,22,2024-08-06,SP3,Sand_Plant,Zone A,7449,20,0.41,39.0,0.0,0,100,0.0,0.5128205128205128
1536,23,2024-08-06,SP3,Sand_Plant,Zone A,7489,40,0.24,31.0,0.0,0,200,0.0,1.290322580645161
1537,0,2024-08-07,SP3,Sand_Plant,Zone A,7520,31,0.34,37.0,0.0,0,155,0.0,0.8378378378378378
1538,1,2024-08-07,SP3,Sand_Plant,Zone A,7556,36,0.23,35.0,0.0,0,180,0.0,1.028571428571428
1539,2,2024-08-07,SP3,Sand_Plant,Zone A,7593,37,0.42,39.0,0.0,0,185,0.0,0.9487179487179487
1540,3,2024-08-07,SP3,Sand_Plant,Zone A,7620,27,0.34,38.0,0.0,0,135,0.0,0.7105263157894737
1541,4,2024-08-07,SP3,Sand_Plant,Zone A,7653,33,0.4,30.0,0.0,0,165,0.0,1.1
1542,5,2024-08-07,SP3,Sand_Plant,Zone A,7677,24,0.37,32.0,0.0,0,120,0.0,0.75
1543,6,2024-08-07,SP3,Sand_Plant,Zone B,7698,21,0.43,34.0,0.0,0,147,0.0,0.6176470588235294
1544,7,2024-08-07,SP3,Sand_Plant,Zone B,7729,31,0.22,37.0,0.0,0,217,0.0,0.8378378378378378
1545,8,2024-08-07,SP3,Sand_Plant,Zone B,7751,22,0.3,32.0,0.0,0,154,0.0,0.6875
1546,9,2024-08-07,SP3,Sand_Plant,Zone C,7773,22,0.28,33.0,0.0,0,198,0.0,0.6666666666666666
1547,10,2024-08-07,SP3,Sand_Plant,Zone C,7803,30,0.28,39.0,0.0,0,270,0.0,0.7692307692307693
1548,11,2024-08-07,SP3,Sand_Plant,Zone C,7828,25,0.31,35.0,0.0,0,225,0.0,0.7142857142857143
1549,12,2024-08-07,SP3,Sand_Plant,Zone B,7864,36,0.29,40.0,0.0,0,252,0.0,0.9
1550,13,2024-08-07,SP3,Sand_Plant,Zone B,7900,36,0.31,32.0,0.0,0,252,0.0,1.125
1551,14,2024-08-07,SP3,Sand_Plant,Zone B,7937,37,0.31,35.0,0.0,0,259,0.0,1.057142857142857
1552,15,2024-08-07,SP3,Sand_Plant,Zone B,7977,40,0.25,35.0,0.0,0,280,0.0,1.142857142857143
1553,16,2024-08-07,SP3,Sand_Plant,Zone B,7998,21,0.29,33.0,0.0,0,147,0.0,0.6363636363636364
1554,17,2024-08-07,SP3,Sand_Plant,Zone B,8033,35,0.23,38.0,0.0,0,245,0.0,0.9210526315789473
1555,18,2024-08-07,SP3,Sand_Plant,Zone D,8064,31,0.23,39.0,0.0,0,341,0.0,0.7948717948717948
1556,19,2024-08-07,SP3,Sand_Plant,Zone D,8103,39,0.23,34.0,0.0,0,429,0.0,1.147058823529412
1557,20,2024-08-07,SP3,Sand_Plant,Zone D,8130,27,0.21,40.0,0.0,0,297,0.0,0.675
1558,21,2024-08-07,SP3,Sand_Plant,Zone D,8168,38,0.37,35.0,0.0,0,418,0.0,1.085714285714286
1559,22,2024-08-07,SP3,Sand_Plant,Zone A,8210,42,0.45,33.0,0.0,0,210,0.0,1.272727272727273
1560,23,2024-08-07,SP3,Sand_Plant,Zone A,8252,42,0.44,33.0,0.0,0,210,0.0,1.272727272727273
1561,0,2024-08-08,SP3,Sand_Plant,Zone A,8296,44,0.38,37.0,0.0,0,220,0.0,1.189189189189189
1562,1,2024-08-08,SP3,Sand_Plant,Zone A,8327,31,0.29,35.0,0.0,0,155,0.0,0.8857142857142857
1563,2,2024-08-08,SP3,Sand_Plant,Zone A,8371,44,0.42,34.0,0.0,0,220,0.0,1.294117647058824
1564,3,2024-08-08,SP3,Sand_Plant,Zone A,8400,29,0.39,33.0,0.0,0,145,0.0,0.8787878787878788
1565,4,2024-08-08,SP3,Sand_Plant,Zone A,8426,26,0.43,38.0,0.0,0,130,0.0,0.6842105263157895
1566,5,2024-08-08,SP3,Sand_Plant,Zone A,8470,44,0.26,33.0,0.0,0,220,0.0,1.333333333333333
1567,6,2024-08-08,SP3,Sand_Plant,Zone B,8494,24,0.37,36.0,0.0,0,168,0.0,0.6666666666666666
1568,7,2024-08-08,SP3,Sand_Plant,Zone B,8530,36,0.34,33.0,0.0,0,252,0.0,1.090909090909091
1569,8,2024-08-08,SP3,Sand_Plant,Zone B,8550,20,0.37,32.0,0.0,0,140,0.0,0.625
1570,9,2024-08-08,SP3,Sand_Plant,Zone C,8575,25,0.26,36.0,0.0,0,225,0.0,0.6944444444444444
1571,10,2024-08-08,SP3,Sand_Plant,Zone C,8612,37,0.33,32.0,0.0,0,333,0.0,1.15625
1572,11,2024-08-08,SP3,Sand_Plant,Zone C,8637,25,0.24,34.0,0.0,0,225,0.0,0.7352941176470589
1573,12,2024-08-08,SP3,Sand_Plant,Zone B,8665,28,0.21,31.0,0.0,0,196,0.0,0.9032258064516129
1574,13,2024-08-08,SP3,Sand_Plant,Zone B,8688,23,0.21,37.0,0.0,0,161,0.0,0.6216216216216216
1575,14,2024-08-08,SP3,Sand_Plant,Zone B,8725,37,0.29,37.0,0.0,0,259,0.0,1.0
1576,15,2024-08-08,SP3,Sand_Plant,Zone B,8769,44,0.35,37.0,0.0,0,308,0.0,1.189189189189189
1577,16,2024-08-08,SP3,Sand_Plant,Zone B,8811,42,0.26,40.0,0.0,0,294,0.0,1.05
1578,17,2024-08-08,SP3,Sand_Plant,Zone B,8844,33,0.26,38.0,0.0,0,231,0.0,0.868421052631579
1579,18,2024-08-08,SP3,Sand_Plant,Zone D,8872,28,0.37,34.0,0.0,0,308,0.0,0.8235294117647058
1580,19,2024-08-08,SP3,Sand_Plant,Zone D,8898,26,0.39,36.0,0.0,0,286,0.0,0.7222222222222222
1581,20,2024-08-08,SP3,Sand_Plant,Zone D,8937,39,0.27,37.0,0.0,0,429,0.0,1.054054054054054
1582,21,2024-08-08,SP3,Sand_Plant,Zone D,8957,20,0.42,37.0,0.0,0,220,0.0,0.5405405405405406
1583,22,2024-08-08,SP3,Sand_Plant,Zone A,8983,26,0.35,35.0,0.0,0,130,0.0,0.7428571428571429
1584,23,2024-08-08,SP3,Sand_Plant,Zone A,9023,40,0.25,37.0,0.0,0,200,0.0,1.081081081081081
1585,0,2024-08-09,SP3,Sand_Plant,Zone A,9045,22,0.25,40.0,0.0,0,110,0.0,0.55
1586,1,2024-08-09,SP3,Sand_Plant,Zone A,9084,39,0.33,33.0,0.0,0,195,0.0,1.181818181818182
1587,2,2024-08-09,SP3,Sand_Plant,Zone A,9105,21,0.25,36.0,0.0,0,105,0.0,0.5833333333333334
1588,3,2024-08-09,SP3,Sand_Plant,Zone A,9126,21,0.41,32.0,0.0,0,105,0.0,0.65625
1589,4,2024-08-09,SP3,Sand_Plant,Zone A,9164,38,0.41,32.0,0.0,0,190,0.0,1.1875
1590,5,2024-08-09,SP3,Sand_Plant,Zone A,9193,29,0.38,40.0,0.0,0,145,0.0,0.725
1591,6,2024-08-09,SP3,Sand_Plant,Zone B,9220,27,0.4,34.0,0.0,0,189,0.0,0.7941176470588235
1592,7,2024-08-09,SP3,Sand_Plant,Zone B,9242,22,0.29,38.0,0.0,0,154,0.0,0.5789473684210527
1593,8,2024-08-09,SP3,Sand_Plant,Zone B,9287,45,0.22,34.0,0.0,0,315,0.0,1.323529411764706
1594,9,2024-08-09,SP3,Sand_Plant,Zone C,9329,42,0.35,40.0,0.0,0,378,0.0,1.05
1595,10,2024-08-09,SP3,Sand_Plant,Zone C,9365,36,0.42,38.0,0.0,0,324,0.0,0.9473684210526315
1596,11,2024-08-09,SP3,Sand_Plant,Zone C,9400,35,0.26,35.0,0.0,0,315,0.0,1.0
1597,12,2024-08-09,SP3,Sand_Plant,Zone B,9432,32,0.28,39.0,0.0,0,224,0.0,0.8205128205128205
1598,13,2024-08-09,SP3,Sand_Plant,Zone B,9475,43,0.43,36.0,0.0,0,301,0.0,1.194444444444444
1599,14,2024-08-09,SP3,Sand_Plant,Zone B,9508,33,0.27,32.0,0.0,0,231,0.0,1.03125
1600,15,2024-08-09,SP3,Sand_Plant,Zone B,9536,28,0.37,37.0,0.0,0,196,0.0,0.7567567567567568
1601,16,2024-08-09,SP3,Sand_Plant,Zone B,9568,32,0.36,39.0,0.0,0,224,0.0,0.8205128205128205
1602,17,2024-08-09,SP3,Sand_Plant,Zone B,9592,24,0.4,31.0,0.0,0,168,0.0,0.7741935483870968
1603,18,2024-08-09,SP3,Sand_Plant,Zone D,9614,22,0.21,38.0,0.0,0,242,0.0,0.5789473684210527
1604,19,2024-08-09,SP3,Sand_Plant,Zone D,9641,27,0.31,31.0,0.0,0,297,0.0,0.8709677419354839
1605,20,2024-08-09,SP3,Sand_Plant,Zone D,9666,25,0.27,39.0,0.0,0,275,0.0,0.6410256410256411
1606,21,2024-08-09,SP3,Sand_Plant,Zone D,9695,29,0.44,33.0,0.0,0,319,0.0,0.8787878787878788
1607,22,2024-08-09,SP3,Sand_Plant,Zone A,9728,33,0.33,38.0,0.0,0,165,0.0,0.868421052631579
1608,23,2024-08-09,SP3,Sand_Plant,Zone A,9763,35,0.25,36.0,0.0,0,175,0.0,0.9722222222222222
1609,0,2024-08-10,SP3,Sand_Plant,Zone A,9806,43,0.25,31.0,0.0,0,215,0.0,1.387096774193548
1610,1,2024-08-10,SP3,Sand_Plant,Zone A,9834,28,0.38,34.0,0.0,0,140,0.0,0.8235294117647058
1611,2,2024-08-10,SP3,Sand_Plant,Zone A,9865,31,0.43,31.0,0.0,0,155,0.0,1.0
1612,3,2024-08-10,SP3,Sand_Plant,Zone A,9900,35,0.42,39.0,0.0,0,175,0.0,0.8974358974358975
1613,4,2024-08-10,SP3,Sand_Plant,Zone A,9936,36,0.25,33.0,0.0,0,180,0.0,1.090909090909091
1614,5,2024-08-10,SP3,Sand_Plant,Zone A,9972,36,0.39,37.0,0.0,0,180,0.0,0.972972972972973
1615,6,2024-08-10,SP3,Sand_Plant,Zone B,10010,38,0.22,38.0,0.0,0,266,0.0,1.0
1616,7,2024-08-10,SP3,Sand_Plant,Zone B,10049,39,0.3,34.0,0.0,0,273,0.0,1.147058823529412
1617,8,2024-08-10,SP3,Sand_Plant,Zone B,10076,27,0.22,30.0,0.0,0,189,0.0,0.9
1618,9,2024-08-10,SP3,Sand_Plant,Zone C,10118,42,0.39,38.0,0.0,0,378,0.0,1.105263157894737
1619,10,2024-08-10,SP3,Sand_Plant,Zone C,10142,24,0.39,38.0,0.0,0,216,0.0,0.631578947368421
1620,11,2024-08-10,SP3,Sand_Plant,Zone C,10178,36,0.2,34.0,0.0,0,324,0.0,1.058823529411765
1621,12,2024-08-10,SP3,Sand_Plant,Zone B,10200,22,0.21,30.0,0.0,0,154,0.0,0.7333333333333333
1622,13,2024-08-10,SP3,Sand_Plant,Zone B,10244,44,0.28,37.0,0.0,0,308,0.0,1.189189189189189
1623,14,2024-08-10,SP3,Sand_Plant,Zone B,10267,23,0.33,34.0,0.0,0,161,0.0,0.6764705882352942
1624,15,2024-08-10,SP3,Sand_Plant,Zone B,10291,24,0.34,34.0,0.0,0,168,0.0,0.7058823529411765
1625,16,2024-08-10,SP3,Sand_Plant,Zone B,10322,31,0.21,35.0,0.0,0,217,0.0,0.8857142857142857
1626,17,2024-08-10,SP3,Sand_Plant,Zone B,10353,31,0.33,33.0,0.0,0,217,0.0,0.9393939393939394
1627,18,2024-08-10,SP3,Sand_Plant,Zone D,10392,39,0.38,40.0,0.0,0,429,0.0,0.975
1628,19,2024-08-10,SP3,Sand_Plant,Zone D,10413,21,0.26,37.0,0.0,0,231,0.0,0.5675675675675675
1629,20,2024-08-10,SP3,Sand_Plant,Zone D,10456,43,0.34,40.0,0.0,0,473,0.0,1.075
1630,21,2024-08-10,SP3,Sand_Plant,Zone D,10484,28,0.45,38.0,0.0,0,308,0.0,0.7368421052631579
1631,22,2024-08-10,SP3,Sand_Plant,Zone A,10514,30,0.29,30.0,0.0,0,150,0.0,1.0
1632,23,2024-08-10,SP3,Sand_Plant,Zone A,10537,23,0.44,34.0,0.0,0,115,0.0,0.6764705882352942
1633,0,2024-08-11,SP3,Sand_Plant,Zone A,10561,24,0.41,32.0,0.0,0,120,0.0,0.75
1634,1,2024-08-11,SP3,Sand_Plant,Zone A,10593,32,0.31,35.0,0.0,0,160,0.0,0.9142857142857143
1635,2,2024-08-11,SP3,Sand_Plant,Zone A,10637,44,0.43,32.0,0.0,0,220,0.0,1.375
1636,3,2024-08-11,SP3,Sand_Plant,Zone A,10681,44,0.41,37.0,0.0,0,220,0.0,1.189189189189189
1637,4,2024-08-11,SP3,Sand_Plant,Zone A,10713,32,0.2,33.0,0.0,0,160,0.0,0.9696969696969697
1638,5,2024-08-11,SP3,Sand_Plant,Zone A,10752,39,0.29,33.0,0.0,0,195,0.0,1.181818181818182
1639,6,2024-08-11,SP3,Sand_Plant,Zone B,10782,30,0.24,30.0,0.0,0,210,0.0,1.0
1640,7,2024-08-11,SP3,Sand_Plant,Zone B,10817,35,0.26,31.0,0.0,0,245,0.0,1.129032258064516
1641,8,2024-08-11,SP3,Sand_Plant,Zone B,10838,21,0.26,39.0,0.0,0,147,0.0,0.5384615384615384
1642,9,2024-08-11,SP3,Sand_Plant,Zone C,10867,29,0.39,37.0,0.0,0,261,0.0,0.7837837837837838
1643,10,2024-08-11,SP3,Sand_Plant,Zone C,10887,20,0.41,35.0,0.0,0,180,0.0,0.5714285714285714
1644,11,2024-08-11,SP3,Sand_Plant,Zone C,10925,38,0.25,30.0,0.0,0,342,0.0,1.266666666666667
1645,12,2024-08-11,SP3,Sand_Plant,Zone B,10947,22,0.43,36.0,0.0,0,154,0.0,0.6111111111111112
1646,13,2024-08-11,SP3,Sand_Plant,Zone B,10987,40,0.24,30.0,0.0,0,280,0.0,1.333333333333333
1647,14,2024-08-11,SP3,Sand_Plant,Zone B,11027,40,0.39,31.0,0.0,0,280,0.0,1.290322580645161
1648,15,2024-08-11,SP3,Sand_Plant,Zone B,11069,42,0.28,32.0,0.0,0,294,0.0,1.3125
1649,16,2024-08-11,SP3,Sand_Plant,Zone B,11112,43,0.29,35.0,0.0,0,301,0.0,1.228571428571429
1650,17,2024-08-11,SP3,Sand_Plant,Zone B,11157,45,0.26,38.0,0.0,0,315,0.0,1.184210526315789
1651,18,2024-08-11,SP3,Sand_Plant,Zone D,11187,30,0.23,33.0,0.0,0,330,0.0,0.9090909090909091
1652,19,2024-08-11,SP3,Sand_Plant,Zone D,11231,44,0.3,34.0,0.0,0,484,0.0,1.294117647058824
1653,20,2024-08-11,SP3,Sand_Plant,Zone D,11260,29,0.25,33.0,0.0,0,319,0.0,0.8787878787878788
1654,21,2024-08-11,SP3,Sand_Plant,Zone D,11291,31,0.41,38.0,0.0,0,341,0.0,0.8157894736842105
1655,22,2024-08-11,SP3,Sand_Plant,Zone A,11317,26,0.37,33.0,0.0,0,130,0.0,0.7878787878787878
1656,23,2024-08-11,SP3,Sand_Plant,Zone A,11340,23,0.26,36.0,0.0,0,115,0.0,0.6388888888888888
1657,0,2024-08-12,SP3,Sand_Plant,Zone A,11363,23,0.23,31.0,0.0,0,115,0.0,0.7419354838709677
1658,1,2024-08-12,SP3,Sand_Plant,Zone A,11404,41,0.39,39.0,0.0,0,205,0.0,1.051282051282051
1659,2,2024-08-12,SP3,Sand_Plant,Zone A,11447,43,0.29,30.0,0.0,0,215,0.0,1.433333333333333
1660,3,2024-08-12,SP3,Sand_Plant,Zone A,11471,24,0.2,38.0,0.0,0,120,0.0,0.631578947368421
